invoicedate,revenue
2009-12-01,83.4
2009-12-01,81.0
2009-12-01,81.0
2009-12-01,100.80000000000001
2009-12-01,30.0
2009-12-01,39.599999999999994
2009-12-01,30.0
2009-12-01,59.5
2009-12-01,30.599999999999998
2009-12-01,45.0
2009-12-01,39.599999999999994
2009-12-01,30.599999999999998
2009-12-03,30.599999999999998
2009-12-03,45.0
2009-12-03,17.0
2009-12-03,17.0
2009-12-03,15.0
2009-12-03,30.0
2009-12-03,39.599999999999994
2009-12-03,59.5
2009-12-03,30.599999999999998
2009-12-03,30.599999999999998
2009-12-03,15.0
2009-12-03,19.799999999999997
2009-12-03,81.0
2009-12-03,15.0
2010-01-29,30.0
2010-01-29,23.4
2010-01-29,10.2
2010-01-29,17.700000000000003
2010-01-29,17.700000000000003
2010-01-29,13.5
2010-01-29,17.700000000000003
2010-01-29,17.700000000000003
2010-01-29,19.799999999999997
2010-01-29,13.200000000000001
2010-01-29,15.0
2010-01-29,40.5
2010-01-29,40.5
2010-01-29,54.0
2010-01-29,54.0
2010-01-29,30.0
2010-01-29,15.299999999999999
2010-01-29,10.2
2010-01-29,35.400000000000006
2010-01-29,35.400000000000006
2010-01-29,13.5
2010-01-29,19.799999999999997
2010-01-29,19.799999999999997
2010-01-29,17.700000000000003
2010-01-29,17.700000000000003
2010-01-29,19.799999999999997
2010-01-29,13.200000000000001
2010-01-29,15.0
2010-01-29,23.4
2010-01-29,40.5
2010-01-29,40.5
2010-01-29,54.0
2010-01-29,54.0
2010-01-29,30.0
2010-01-29,15.299999999999999
2010-01-29,15.0
2011-02-17,60.0
2011-02-17,17.4
2011-02-17,35.400000000000006
2011-02-17,40.8
2011-02-17,14.850000000000001
2011-02-17,15.9
2011-02-17,14.850000000000001
2011-02-17,15.9
2011-02-17,15.0
2011-02-17,10.2
2011-02-17,12.600000000000001
2011-02-17,12.600000000000001
2011-02-17,12.600000000000001
2011-07-05,17.0
2011-07-05,15.0
2011-07-05,15.0
2011-07-05,15.9
2011-07-05,14.850000000000001
2011-07-05,14.850000000000001
2011-07-05,15.9
2011-07-05,17.0
2011-07-05,12.48
2009-12-01,13.5
2009-12-01,14.850000000000001
2009-12-01,19.799999999999997
2009-12-01,15.0
2009-12-01,17.700000000000003
2009-12-01,17.700000000000003
2009-12-01,17.700000000000003
2009-12-01,33.0
2009-12-01,30.599999999999998
2009-12-01,60.0
2009-12-01,15.0
2009-12-01,5.04
2009-12-01,5.04
2009-12-01,5.04
2009-12-01,5.04
2009-12-01,5.04
2009-12-01,5.04
2009-12-01,17.0
2009-12-01,15.0
2009-12-01,10.08
2009-12-01,10.2
2009-12-01,30.0
2009-12-01,15.0
2009-12-15,30.599999999999998
2009-12-15,17.700000000000003
2009-12-15,53.1
2009-12-15,15.0
2009-12-15,29.700000000000003
2009-12-15,14.850000000000001
2009-12-15,20.28
2009-12-15,15.0
2009-12-15,17.4
2009-12-15,12.600000000000001
2009-12-15,30.599999999999998
2009-12-15,30.0
2009-12-15,30.0
2009-12-15,12.75
2009-12-15,15.0
2009-12-15,23.4
2009-12-15,46.8
2010-09-23,19.799999999999997
2010-09-23,17.700000000000003
2010-09-23,19.799999999999997
2010-09-23,19.799999999999997
2010-09-23,16.5
2010-09-23,30.0
2010-09-23,30.599999999999998
2010-09-23,17.700000000000003
2010-09-23,15.0
2010-09-23,81.6
2010-09-23,19.9
2010-09-23,30.0
2010-09-23,15.0
2010-09-23,19.799999999999997
2010-09-23,19.799999999999997
2010-09-23,10.08
2010-09-23,10.08
2010-09-23,10.2
2010-09-23,15.0
2010-09-23,15.0
2010-09-23,25.200000000000003
2010-09-23,30.0
2010-09-23,30.0
2010-09-23,30.0
2010-09-23,34.0
2010-09-23,15.0
2010-09-23,15.0
2010-09-23,29.700000000000003
2010-09-23,19.799999999999997
2010-09-23,17.700000000000003
2010-09-23,29.700000000000003
2010-09-23,16.5
2010-09-23,30.0
2010-09-23,30.599999999999998
2010-09-23,30.599999999999998
2010-09-23,34.0
2010-09-23,27.0
2010-09-23,27.04
2010-09-23,17.700000000000003
2010-09-23,5.04
2010-09-23,5.04
2010-09-23,5.04
2010-09-23,5.04
2010-09-23,5.04
2010-09-23,5.04
2010-09-23,5.04
2010-09-23,5.04
2010-09-23,5.04
2010-09-23,5.04
2010-09-23,5.04
2010-09-23,10.5
2010-09-23,10.5
2010-09-23,10.5
2010-09-23,30.0
2010-09-23,29.700000000000003
2010-09-23,17.4
2010-09-23,13.200000000000001
2010-09-23,5.04
2010-09-23,10.5
2010-09-23,15.299999999999999
2011-10-03,17.4
2011-10-03,10.2
2011-10-03,22.5
2011-10-03,15.0
2011-10-03,15.0
2011-10-03,15.0
2011-10-03,15.0
2011-10-03,8.4
2011-10-03,19.5
2011-10-03,15.0
2011-10-03,19.799999999999997
2011-10-03,17.4
2011-10-03,10.08
2011-10-03,10.08
2011-10-03,12.48
2011-10-03,10.08
2011-10-03,18.0
2011-10-03,5.04
2011-10-03,23.9
2011-10-03,17.85
2011-10-03,19.799999999999997
2011-10-03,15.0
2011-10-03,9.36
2011-10-03,19.799999999999997
2011-10-03,19.799999999999997
2011-10-03,15.7
2011-10-03,23.4
2011-10-03,10.2
2011-10-03,17.85
2011-10-03,19.5
2011-10-03,15.0
2011-10-03,15.0
2011-10-03,9.959999999999999
2011-10-03,10.2
2011-10-03,22.5
2011-10-03,45.0
