invoicedate,revenue
2009-12-01,30.0
2009-12-01,30.0
2009-12-01,30.0
2009-12-01,30.0
2009-12-01,30.0
2009-12-01,30.0
2009-12-01,17.85
2009-12-01,60.0
2009-12-01,17.700000000000003
2009-12-01,17.700000000000003
2009-12-01,17.4
2009-12-01,17.4
2009-12-01,17.4
2009-12-01,17.4
2009-12-01,25.200000000000003
2009-12-01,12.600000000000001
2009-12-01,15.299999999999999
2009-12-01,17.700000000000003
2009-12-01,15.9
2009-12-01,17.85
2009-12-01,13.200000000000001
2009-12-01,13.200000000000001
2009-12-01,19.9
2009-12-01,40.23
2009-12-01,17.700000000000003
2009-12-01,17.700000000000003
2009-12-07,34.8
2009-12-07,40.56
2009-12-07,25.200000000000003
2009-12-07,25.200000000000003
2009-12-07,25.200000000000003
2009-12-07,13.750000000000002
2009-12-07,13.750000000000002
2009-12-07,9.120000000000001
2009-12-07,9.120000000000001
2009-12-07,13.750000000000002
2009-12-07,50.400000000000006
2009-12-07,50.400000000000006
2009-12-07,50.400000000000006
2009-12-07,50.400000000000006
2009-12-07,0.95
2009-12-07,7.9
2009-12-07,4.95
2009-12-07,9.9
2009-12-07,3.75
2009-12-07,7.5
2009-12-07,7.9
2009-12-07,7.5
2009-12-07,11.25
2009-12-07,23.8
2009-12-07,34.8
2009-12-07,19.799999999999997
2009-12-07,19.799999999999997
2009-12-07,25.200000000000003
2009-12-07,22.5
2009-12-07,43.8
2009-12-07,45.0
2009-12-07,6.6
2009-12-07,5.96
2009-12-07,8.850000000000001
2009-12-07,11.8
2009-12-07,23.6
2009-12-07,44.849999999999994
2009-12-07,25.5
2009-12-07,47.400000000000006
2009-12-07,55.800000000000004
2009-12-07,69.75
2009-12-07,51.0
2009-12-07,45.9
2009-12-07,51.0
2009-12-07,25.5
2009-12-07,51.0
2009-12-07,51.0
2009-12-07,53.1
2009-12-07,21.0
2009-12-07,29.400000000000002
2009-12-07,31.5
2009-12-07,21.0
2009-12-07,21.0
2009-12-07,21.0
2009-12-07,18.6
2009-12-07,4.65
2009-12-07,8.5
2009-12-07,8.5
2009-12-07,29.700000000000003
2009-12-07,30.0
2009-12-07,22.5
2009-12-07,2.1
2009-12-07,8.4
2009-12-07,5.04
2009-12-07,5.04
2009-12-07,2.95
2009-12-07,4.2
2009-12-07,6.300000000000001
2009-12-07,15.299999999999999
2009-12-07,30.599999999999998
2009-12-07,11.9
2009-12-07,45.0
2009-12-07,51.0
2009-12-07,15.299999999999999
2009-12-07,6.76
2009-12-07,2.5
2009-12-07,0.55
2009-12-07,0.42
2009-12-07,1.65
2009-12-07,1.95
2009-12-07,1.25
2009-12-07,1.25
2009-12-07,2.5
2009-12-07,0.55
2009-12-07,0.55
2009-12-07,3.3
2009-12-07,1.25
2009-12-07,0.42
2009-12-07,10.5
2009-12-07,10.5
2009-12-20,12.600000000000001
2009-12-20,12.600000000000001
2009-12-20,20.28
2009-12-20,12.600000000000001
2009-12-20,12.600000000000001
2009-12-20,15.9
2009-12-20,26.099999999999998
2009-12-20,23.8
2009-12-20,17.88
2009-12-20,17.88
2009-12-20,39.8
2009-12-20,15.0
2009-12-20,15.0
2009-12-20,30.0
2009-12-20,12.600000000000001
2009-12-20,43.8
2009-12-20,76.5
2009-12-20,63.6
2009-12-20,17.4
2009-12-20,25.200000000000003
2010-01-27,53.1
2010-01-27,119.39999999999999
2010-01-27,30.0
2010-01-27,30.0
2010-01-27,102.0
2010-01-27,21.9
2010-01-27,17.700000000000003
2010-01-27,17.4
2010-01-27,17.4
2010-01-27,17.4
2010-01-27,17.4
2010-01-27,15.0
2010-01-27,15.299999999999999
2010-01-27,19.799999999999997
