invoicedate,revenue
2009-12-01,81.6
2009-12-01,81.6
2009-12-01,15.0
2009-12-01,71.4
2009-12-01,15.0
2009-12-01,35.400000000000006
2009-12-01,29.700000000000003
2009-12-01,59.400000000000006
2009-12-01,30.0
2009-12-01,17.0
2009-12-01,70.80000000000001
2009-12-01,47.400000000000006
2009-12-01,59.400000000000006
2009-12-01,19.5
2009-12-01,19.5
2009-12-01,39.0
2009-12-01,8.5
2009-12-01,8.5
2009-12-01,30.0
2009-12-01,30.0
2009-12-01,16.5
2009-12-01,16.5
2009-12-01,16.5
2009-12-01,25.200000000000003
2009-12-01,107.39999999999999
2009-12-01,19.799999999999997
2009-12-01,25.5
2009-12-15,6.84
2009-12-15,102.0
2009-12-15,27.0
2009-12-15,20.4
2009-12-15,15.0
2009-12-15,102.0
2009-12-15,102.0
2009-12-15,102.0
2009-12-15,15.0
2009-12-15,17.700000000000003
2009-12-15,30.0
2009-12-15,30.0
2009-12-15,15.0
2009-12-15,27.0
2009-12-15,35.7
2009-12-15,35.7
2009-12-15,25.5
2009-12-15,30.0
2009-12-15,15.0
2009-12-15,15.0
2009-12-15,102.0
2010-01-27,30.0
2010-01-27,14.75
2010-01-27,17.700000000000003
2010-01-27,27.25
2010-01-27,20.4
2010-01-27,17.700000000000003
2010-01-27,13.5
2010-01-27,9.899999999999999
2010-01-27,6.6
2010-01-27,15.9
2010-01-27,35.400000000000006
2010-01-27,25.5
2010-01-27,15.0
2010-01-27,8.5
2010-01-27,8.5
2010-01-27,11.25
2010-01-27,19.799999999999997
2010-01-27,7.800000000000001
2010-01-27,7.800000000000001
2010-01-27,15.0
2010-01-27,18.75
2010-01-27,13.200000000000001
2010-01-27,13.200000000000001
2010-01-27,13.200000000000001
2010-01-27,15.9
2010-01-27,12.75
2010-01-27,19.75
2010-01-27,15.0
2010-01-27,19.799999999999997
2010-01-27,30.0
2010-01-27,21.25
2010-01-27,15.0
2010-01-27,30.0
2010-01-27,81.6
2010-01-27,16.5
2010-01-27,13.2
2010-01-27,19.5
2010-01-27,21.9
2010-01-27,11.8
2010-01-27,5.1
2010-01-27,3.9000000000000004
2010-01-27,22.5
2010-01-27,16.5
2010-01-27,5.04
2010-01-27,5.04
2010-01-27,45.0
2010-01-27,45.0
2010-01-27,19.5
2010-01-27,19.5
2010-01-27,39.0
2010-01-27,19.5
2010-01-27,19.5
2010-01-27,30.24
2010-02-05,102.84
2010-04-29,39.0
2010-04-29,19.5
2010-04-29,39.0
2010-04-29,39.0
2010-04-29,39.0
2010-04-29,19.5
2010-04-29,25.5
2010-04-29,81.6
2010-04-29,69.12
2010-04-29,15.0
2010-04-29,17.700000000000003
2010-04-29,15.0
2010-04-29,15.0
2010-04-29,30.0
2010-04-29,15.0
2010-04-29,15.0
2010-04-29,30.599999999999998
2010-04-29,30.599999999999998
2010-04-29,30.0
2010-04-29,30.0
2010-04-29,30.0
2010-04-29,10.2
2010-04-29,15.6
2010-04-29,15.6
2010-10-11,40.8
2010-10-11,102.0
2010-10-11,17.0
2010-10-11,102.0
2010-10-11,23.4
2010-10-11,10.2
2010-10-11,13.200000000000001
2010-10-11,23.4
2010-10-11,102.0
2010-10-11,81.6
2010-10-11,15.0
2010-10-11,30.0
2010-10-11,30.599999999999998
2010-10-11,15.9
2010-10-11,15.9
2010-10-11,19.5
2010-10-11,19.5
2010-10-11,102.0
2010-10-11,18.6
2010-11-14,30.0
2010-11-14,19.9
2010-11-14,102.0
2010-11-14,39.0
2010-11-14,39.0
2010-11-14,39.0
2010-11-14,17.0
2010-11-14,50.4
2010-11-14,13.200000000000001
2010-11-14,25.5
2010-11-14,15.0
2010-11-14,15.0
2010-11-14,20.16
2010-11-14,23.8
2010-11-14,14.850000000000001
2010-11-28,204.0
2010-11-28,204.0
2010-11-28,25.200000000000003
2010-11-28,25.200000000000003
2010-11-28,25.200000000000003
2010-11-28,30.0
2010-11-28,30.0
2010-11-28,35.400000000000006
2010-12-01,37.2
2010-12-01,15.0
2010-12-01,39.6
2010-12-01,30.599999999999998
2010-12-01,15.299999999999999
2010-12-01,17.4
2010-12-01,17.4
2010-12-01,17.4
2010-12-01,17.4
2010-12-01,30.0
2010-12-01,12.75
2010-12-01,15.0
2010-12-01,20.1
2010-12-01,20.1
2010-12-01,19.9
2010-12-01,19.9
2010-12-01,17.4
2010-12-08,30.599999999999998
2010-12-08,17.4
2010-12-08,90.0
2010-12-08,90.0
2010-12-08,90.0
2010-12-08,15.0
2010-12-08,23.4
2011-01-09,39.6
2011-01-09,59.400000000000006
2011-01-09,45.0
2011-01-09,59.400000000000006
2011-01-09,27.6
2011-01-09,15.0
2011-01-09,13.200000000000001
2011-01-09,81.6
2011-01-09,81.6
2011-04-01,23.4
2011-04-01,11.9
2011-04-01,16.5
2011-04-01,16.5
2011-04-01,16.5
2011-04-01,16.5
2011-04-01,35.400000000000006
